t,phase,x,y,z
0.003622,INIT_POS,0.684784000,0.116189000,0.321045000
0.024399,INIT_POS,0.684750000,0.116298000,0.321065000
0.034351,INIT_POS,0.684650000,0.116516000,0.321119000
0.044343,INIT_POS,0.684513000,0.116580000,0.321140000
0.054400,INIT_POS,0.684337000,0.116514000,0.321116000
0.064347,INIT_POS,0.684079000,0.116596000,0.321117000
0.074347,INIT_POS,0.683791000,0.116564000,0.321107000
0.084346,INIT_POS,0.683483000,0.116412000,0.321056000
0.094318,INIT_POS,0.683127000,0.116469000,0.321047000
0.104318,INIT_POS,0.682744000,0.116582000,0.321082000
0.114348,INIT_POS,0.682354000,0.116502000,0.321088000
0.124342,INIT_POS,0.681941000,0.116406000,0.321064000
0.134318,INIT_POS,0.681489000,0.116403000,0.321040000
0.144315,INIT_POS,0.681018000,0.116336000,0.321007000
0.154365,INIT_POS,0.680548000,0.116194000,0.320981000
0.164352,INIT_POS,0.680066000,0.116098000,0.320946000
0.174318,INIT_POS,0.679580000,0.116027000,0.320917000
0.184316,INIT_POS,0.679081000,0.115956000,0.320866000
0.194392,INIT_POS,0.678575000,0.115877000,0.320805000
0.204353,INIT_POS,0.678063000,0.115797000,0.320720000
0.214334,INIT_POS,0.677538000,0.115741000,0.320624000
0.224340,INIT_POS,0.677022000,0.115727000,0.320594000
0.234391,INIT_POS,0.676496000,0.115704000,0.320559000
0.244345,INIT_POS,0.675980000,0.115646000,0.320518000
0.254341,INIT_POS,0.675434000,0.115618000,0.320424000
0.264305,INIT_POS,0.674887000,0.115605000,0.320345000
0.274414,INIT_POS,0.674342000,0.115579000,0.320286000
0.284281,INIT_POS,0.673776000,0.115516000,0.320172000
0.294379,INIT_POS,0.673226000,0.115459000,0.320072000
0.304266,INIT_POS,0.672686000,0.115436000,0.320019000
0.314395,INIT_POS,0.672150000,0.115418000,0.319999000
0.324285,INIT_POS,0.671635000,0.115393000,0.320013000
0.334349,INIT_POS,0.671122000,0.115380000,0.320023000
0.344330,INIT_POS,0.670620000,0.115362000,0.320045000
0.354388,INIT_POS,0.670120000,0.115360000,0.320070000
0.364350,INIT_POS,0.669618000,0.115354000,0.320090000
0.374348,INIT_POS,0.669134000,0.115330000,0.320116000
0.384307,INIT_POS,0.668640000,0.115314000,0.320122000
0.394359,INIT_POS,0.668143000,0.115325000,0.320126000
0.404305,INIT_POS,0.667642000,0.115319000,0.320119000
0.414307,INIT_POS,0.667146000,0.115306000,0.320114000
0.424304,INIT_POS,0.666644000,0.115291000,0.320103000
0.434305,INIT_POS,0.666147000,0.115279000,0.320107000
0.444302,INIT_POS,0.665632000,0.115269000,0.320075000
0.454365,INIT_POS,0.665120000,0.115265000,0.320029000
0.464312,INIT_POS,0.664599000,0.115262000,0.319979000
0.474305,INIT_POS,0.664074000,0.115268000,0.319944000
0.484336,INIT_POS,0.663539000,0.115263000,0.319893000
0.494316,INIT_POS,0.663004000,0.115246000,0.319824000
0.504334,INIT_POS,0.662477000,0.115234000,0.319781000
0.514330,INIT_POS,0.661966000,0.115215000,0.319779000
0.524315,INIT_POS,0.661466000,0.115181000,0.319792000
0.534306,INIT_POS,0.660982000,0.115137000,0.319810000
0.544318,INIT_POS,0.660507000,0.115127000,0.319844000
0.554410,INIT_POS,0.660037000,0.115138000,0.319888000
0.564344,INIT_POS,0.659575000,0.115128000,0.319934000
0.574301,INIT_POS,0.659115000,0.115107000,0.319966000
0.584309,INIT_POS,0.658660000,0.115108000,0.320020000
0.594393,INIT_POS,0.658191000,0.115109000,0.320055000
0.604319,INIT_POS,0.657713000,0.115091000,0.320057000
0.614316,INIT_POS,0.657232000,0.115074000,0.320045000
0.624299,INIT_POS,0.656746000,0.115078000,0.320039000
0.634319,INIT_POS,0.656265000,0.115077000,0.320049000
0.644305,INIT_POS,0.655770000,0.115064000,0.320023000
0.654377,INIT_POS,0.655277000,0.115047000,0.319984000
0.664342,INIT_POS,0.654774000,0.115048000,0.319943000
0.674343,INIT_POS,0.654260000,0.115051000,0.319898000
0.684341,INIT_POS,0.653731000,0.115048000,0.319843000
0.694335,INIT_POS,0.653205000,0.115045000,0.319792000
0.704302,INIT_POS,0.652660000,0.115046000,0.319721000
0.714315,INIT_POS,0.652129000,0.115030000,0.319663000
0.724338,INIT_POS,0.651612000,0.115015000,0.319647000
0.734303,INIT_POS,0.651109000,0.114987000,0.319653000
0.744308,INIT_POS,0.650617000,0.114962000,0.319667000
0.754366,INIT_POS,0.650137000,0.114950000,0.319694000
0.764352,INIT_POS,0.649651000,0.114940000,0.319712000
0.774347,INIT_POS,0.649185000,0.114926000,0.319759000
0.784337,INIT_POS,0.648699000,0.114925000,0.319783000
0.794393,INIT_POS,0.648224000,0.114914000,0.319818000
0.804352,INIT_POS,0.647750000,0.114895000,0.319851000
0.814305,INIT_POS,0.647261000,0.114889000,0.319858000
0.824305,INIT_POS,0.646764000,0.114889000,0.319846000
0.834326,INIT_POS,0.646273000,0.114877000,0.319839000
0.844316,INIT_POS,0.645776000,0.114870000,0.319823000
0.854385,INIT_POS,0.645276000,0.114866000,0.319808000
0.864314,INIT_POS,0.644771000,0.114863000,0.319777000
0.874371,INIT_POS,0.644262000,0.114861000,0.319736000
0.884348,INIT_POS,0.643750000,0.114849000,0.319706000
0.894314,INIT_POS,0.643219000,0.114844000,0.319664000
0.904302,INIT_POS,0.642678000,0.114839000,0.319607000
0.914314,INIT_POS,0.642135000,0.114838000,0.319545000
0.924316,INIT_POS,0.641580000,0.114833000,0.319466000
0.934305,INIT_POS,0.641029000,0.114819000,0.319400000
0.944305,INIT_POS,0.640494000,0.114800000,0.319367000
0.954371,INIT_POS,0.639967000,0.114777000,0.319330000
0.964340,INIT_POS,0.639452000,0.114770000,0.319312000
0.974303,INIT_POS,0.638958000,0.114757000,0.319323000
0.984342,INIT_POS,0.638467000,0.114730000,0.319323000
0.994344,INIT_POS,0.637984000,0.114722000,0.319337000
1.004297,INIT_POS,0.637500000,0.114732000,0.319361000
1.014270,INIT_POS,0.637015000,0.114733000,0.319377000
1.024282,INIT_POS,0.636535000,0.114710000,0.319382000
1.034390,INIT_POS,0.636052000,0.114696000,0.319378000
1.044269,INIT_POS,0.635558000,0.114687000,0.319359000
1.054468,INIT_POS,0.635069000,0.114686000,0.319356000
1.064278,INIT_POS,0.634585000,0.114680000,0.319360000
1.074400,INIT_POS,0.634085000,0.114656000,0.319326000
1.084266,INIT_POS,0.633577000,0.114651000,0.319296000
1.094357,INIT_POS,0.633068000,0.114654000,0.319278000
1.104356,INIT_POS,0.632552000,0.114651000,0.319253000
1.114319,INIT_POS,0.632032000,0.114648000,0.319223000
1.124348,INIT_POS,0.631494000,0.114634000,0.319164000
1.134305,INIT_POS,0.630960000,0.114624000,0.319113000
1.144347,INIT_POS,0.630425000,0.114636000,0.319071000
1.154407,INIT_POS,0.629886000,0.114632000,0.319027000
1.164366,INIT_POS,0.629359000,0.114613000,0.318991000
1.174356,INIT_POS,0.628851000,0.114585000,0.318981000
1.184319,INIT_POS,0.628356000,0.114574000,0.318992000
1.194356,INIT_POS,0.627873000,0.114564000,0.319016000
1.204411,INIT_POS,0.627407000,0.114550000,0.319050000
1.214352,INIT_POS,0.626940000,0.114548000,0.319082000
1.224349,INIT_POS,0.626492000,0.114546000,0.319151000
1.234319,INIT_POS,0.626020000,0.114545000,0.319185000
1.244317,INIT_POS,0.625552000,0.114526000,0.319202000
1.254368,INIT_POS,0.625088000,0.114508000,0.319222000
1.264356,INIT_POS,0.624608000,0.114505000,0.319231000
1.274369,INIT_POS,0.624126000,0.114503000,0.319248000
1.284316,INIT_POS,0.623634000,0.114499000,0.319242000
1.294320,INIT_POS,0.623141000,0.114483000,0.319226000
1.304314,INIT_POS,0.622639000,0.114479000,0.319210000
1.314319,INIT_POS,0.622141000,0.114469000,0.319202000
1.324353,INIT_POS,0.621640000,0.114461000,0.319195000
1.334335,INIT_POS,0.621137000,0.114451000,0.319172000
1.344317,INIT_POS,0.620636000,0.114436000,0.319156000
1.354393,INIT_POS,0.620110000,0.114423000,0.319107000
1.364366,INIT_POS,0.619589000,0.114421000,0.319076000
1.374315,INIT_POS,0.619059000,0.114421000,0.319033000
1.384340,INIT_POS,0.618538000,0.114403000,0.318990000
1.394341,INIT_POS,0.618022000,0.114387000,0.318960000
1.404404,INIT_POS,0.617529000,0.114363000,0.318952000
1.414352,INIT_POS,0.617051000,0.114341000,0.318959000
1.424315,INIT_POS,0.616580000,0.114332000,0.318970000
1.434300,INIT_POS,0.616119000,0.114329000,0.318995000
1.444312,INIT_POS,0.615660000,0.114327000,0.319028000
1.454370,INIT_POS,0.615207000,0.114315000,0.319065000
1.464319,INIT_POS,0.614740000,0.114295000,0.319068000
1.474335,INIT_POS,0.614272000,0.114291000,0.319080000
1.484314,INIT_POS,0.613800000,0.114284000,0.319087000
1.494346,INIT_POS,0.613308000,0.114277000,0.319073000
1.504318,INIT_POS,0.612810000,0.114267000,0.319045000
1.514312,INIT_POS,0.612303000,0.114257000,0.319006000
1.524379,INIT_POS,0.611787000,0.114256000,0.318972000
1.534318,INIT_POS,0.611263000,0.114259000,0.318945000
1.544312,INIT_POS,0.610736000,0.114253000,0.318913000
1.554370,INIT_POS,0.610205000,0.114243000,0.318854000
1.564347,INIT_POS,0.609678000,0.114232000,0.318813000
1.574347,INIT_POS,0.609149000,0.114224000,0.318784000
1.584344,INIT_POS,0.608602000,0.114223000,0.318738000
1.594312,INIT_POS,0.608068000,0.114218000,0.318708000
1.604369,INIT_POS,0.607530000,0.114206000,0.318658000
1.614316,INIT_POS,0.606995000,0.114196000,0.318615000
1.624333,INIT_POS,0.606475000,0.114183000,0.318598000
1.634314,INIT_POS,0.605964000,0.114165000,0.318589000
1.644333,INIT_POS,0.605481000,0.114135000,0.318601000
1.654354,INIT_POS,0.604996000,0.114124000,0.318612000
1.664315,INIT_POS,0.604528000,0.114121000,0.318651000
1.674344,INIT_POS,0.604061000,0.114111000,0.318682000
1.684314,INIT_POS,0.603599000,0.114104000,0.318723000
1.694313,INIT_POS,0.603122000,0.114098000,0.318742000
1.704341,INIT_POS,0.602639000,0.114091000,0.318759000
1.714341,INIT_POS,0.602160000,0.114078000,0.318785000
1.724316,INIT_POS,0.601669000,0.114074000,0.318788000
1.734341,INIT_POS,0.601156000,0.114073000,0.318768000
1.744340,INIT_POS,0.600664000,0.114069000,0.318776000
1.754375,INIT_POS,0.600141000,0.114059000,0.318754000
1.764315,INIT_POS,0.599628000,0.114052000,0.318745000
1.774321,INIT_POS,0.599101000,0.114048000,0.318718000
1.784454,INIT_POS,0.598575000,0.114045000,0.318694000
1.794286,INIT_POS,0.598050000,0.114037000,0.318666000
1.804307,INIT_POS,0.597529000,0.114012000,0.318638000
1.814467,INIT_POS,0.596995000,0.114003000,0.318595000
1.824265,INIT_POS,0.596453000,0.114009000,0.318547000
1.834376,INIT_POS,0.595920000,0.114001000,0.318498000
1.844304,INIT_POS,0.595373000,0.113988000,0.318421000
1.854547,INIT_POS,0.594835000,0.113976000,0.318359000
1.864268,INIT_POS,0.594317000,0.113966000,0.318324000
1.874378,INIT_POS,0.593810000,0.113938000,0.318290000
1.884258,INIT_POS,0.593323000,0.113920000,0.318279000
1.894348,INIT_POS,0.592833000,0.113915000,0.318266000
1.904353,INIT_POS,0.592365000,0.113903000,0.318273000
1.914332,INIT_POS,0.591902000,0.113893000,0.318288000
1.924350,INIT_POS,0.591445000,0.113871000,0.318313000
1.934294,INIT_POS,0.590970000,0.113856000,0.318314000
1.944272,INIT_POS,0.590493000,0.113856000,0.318317000
1.954306,INIT_POS,0.590017000,0.113855000,0.318326000
1.964302,INIT_POS,0.589534000,0.113842000,0.318326000
1.974276,INIT_POS,0.589039000,0.113843000,0.318328000
1.984267,INIT_POS,0.588538000,0.113834000,0.318321000
1.994271,INIT_POS,0.588033000,0.113818000,0.318296000
2.004315,INIT_POS,0.587538000,0.113811000,0.318293000
2.014303,INIT_POS,0.587025000,0.113814000,0.318281000
2.024311,INIT_POS,0.586526000,0.113807000,0.318281000
2.034295,INIT_POS,0.586022000,0.113808000,0.318273000
2.044267,INIT_POS,0.585516000,0.113807000,0.318259000
2.054345,INIT_POS,0.585000000,0.113796000,0.318232000
2.064273,INIT_POS,0.584482000,0.113784000,0.318202000
2.074264,INIT_POS,0.583971000,0.113780000,0.318177000
2.084263,INIT_POS,0.583449000,0.113777000,0.318131000
2.094305,INIT_POS,0.582935000,0.113775000,0.318097000
2.104264,INIT_POS,0.582438000,0.113762000,0.318083000
2.114286,INIT_POS,0.581945000,0.113746000,0.318068000
2.124260,INIT_POS,0.581470000,0.113728000,0.318067000
2.134283,INIT_POS,0.580999000,0.113719000,0.318077000
2.144261,INIT_POS,0.580541000,0.113713000,0.318108000
2.154352,INIT_POS,0.580085000,0.113703000,0.318146000
2.164304,INIT_POS,0.579629000,0.113691000,0.318190000
2.174340,INIT_POS,0.579160000,0.113677000,0.318212000
